,Base_Gallons,Beginning_Gallons,Lifted_Gallons,Execution_Date,Supplier,product_name,Account_Type,terminal_name,period,batchno,change
159,0.0,0.0,0.0,2015-06-01 22:18:19,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-COLTON-TESORO-T820,Weekly,10,0
160,0.0,0.0,0.0,2015-06-01 02:15:53,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-EAST HYNES,Weekly,1,0
161,0.0,0.0,0.0,2015-06-01 05:16:09,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-EAST HYNES,Weekly,2,0
162,0.0,0.0,0.0,2015-06-01 07:16:00,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-EAST HYNES,Weekly,3,0
163,0.0,0.0,0.0,2015-06-01 09:16:12,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-EAST HYNES,Weekly,4,0
164,0.0,0.0,0.0,2015-06-01 11:16:33,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-EAST HYNES,Weekly,5,0
165,0.0,0.0,0.0,2015-06-01 13:16:19,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-EAST HYNES,Weekly,6,0
166,0.0,0.0,0.0,2015-06-01 15:16:20,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-EAST HYNES,Weekly,7,0
167,0.0,0.0,0.0,2015-06-01 17:16:51,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-EAST HYNES,Weekly,8,0
168,0.0,0.0,0.0,2015-06-01 19:16:02,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-EAST HYNES,Weekly,9,0
169,0.0,0.0,0.0,2015-06-01 22:18:19,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-EAST HYNES,Weekly,10,0
170,0.0,0.0,0.0,2015-06-01 02:15:53,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-SAN DIEGO-TESORO-T815,Weekly,1,0
171,0.0,0.0,0.0,2015-06-01 05:16:09,Tesoro,CA CARB ULSD,UNBRANDED OPEN RACK,CAS-SAN DIEGO-TESORO-T815,Weekly,2,0
