terminal_longaxxiscode,terminal_longname,supplier_name,Product_Code,Net Price,PriceEffectiveDateTime,shipto_name,Distance,Freight Charge,Total Cost,"Freight for 7,500G","Net Price for 7,500G","Total Cost for 7,500G",product_type
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.965,22-06-2015 18:00,Pilot 9,512.29,0.2169,2.1819,1626.75,14737.5,16364.25,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.1858,22-06-2015 19:00,Pilot 9,414.38,0.1778,2.3636,1333.5,16393.5,17727,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.1858,23-06-2015 00:01,Pilot 1,135.91,0.0664,2.2522,498,16393.5,16891.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.1858,23-06-2015 00:01,Pilot 2,287.75,0.1271,2.3129,953.25,16393.5,17346.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.1858,23-06-2015 00:01,Pilot 3,259,0.1156,2.3014,867,16393.5,17260.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.1858,23-06-2015 00:01,Pilot 4,329.48,0.1438,2.3296,1078.5,16393.5,17472,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.1858,23-06-2015 00:01,Pilot 6,272.7,0.1211,2.3069,908.25,16393.5,17301.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.1858,23-06-2015 00:01,Pilot 8,342.98,0.1492,2.335,1119,16393.5,17512.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.1858,23-06-2015 00:01,Pilot 9,414.38,0.1778,2.3636,1333.5,16393.5,17727,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8545,23-06-2015 00:01,Pilot 1,368.37,0.1593,2.0138,1194.75,13908.75,15103.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.88,23-06-2015 00:01,Pilot 1,368.37,0.1593,2.0393,1194.75,14100,15294.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.874,23-06-2015 00:01,Pilot 1,368.37,0.1593,2.0333,1194.75,14055,15249.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8675,23-06-2015 00:01,Pilot 1,368.37,0.1593,2.0268,1194.75,14006.25,15201,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8545,23-06-2015 00:01,Pilot 2,399.74,0.1719,2.0264,1289.25,13908.75,15198,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.88,23-06-2015 00:01,Pilot 2,399.74,0.1719,2.0519,1289.25,14100,15389.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.874,23-06-2015 00:01,Pilot 2,399.74,0.1719,2.0459,1289.25,14055,15344.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8675,23-06-2015 00:01,Pilot 2,399.74,0.1719,2.0394,1289.25,14006.25,15295.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8545,23-06-2015 00:01,Pilot 3,353.92,0.1536,2.0081,1152,13908.75,15060.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.88,23-06-2015 00:01,Pilot 3,353.92,0.1536,2.0336,1152,14100,15252,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.874,23-06-2015 00:01,Pilot 3,353.92,0.1536,2.0276,1152,14055,15207,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8675,23-06-2015 00:01,Pilot 3,353.92,0.1536,2.0211,1152,14006.25,15158.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8545,23-06-2015 00:01,Pilot 4,391.76,0.1687,2.0232,1265.25,13908.75,15174,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.88,23-06-2015 00:01,Pilot 4,391.76,0.1687,2.0487,1265.25,14100,15365.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.874,23-06-2015 00:01,Pilot 4,391.76,0.1687,2.0427,1265.25,14055,15320.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8675,23-06-2015 00:01,Pilot 4,391.76,0.1687,2.0362,1265.25,14006.25,15271.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8545,23-06-2015 00:01,Pilot 6,286.9,0.1268,1.9813,951,13908.75,14859.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.88,23-06-2015 00:01,Pilot 6,286.9,0.1268,2.0068,951,14100,15051,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.874,23-06-2015 00:01,Pilot 6,286.9,0.1268,2.0008,951,14055,15006,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8675,23-06-2015 00:01,Pilot 6,286.9,0.1268,1.9943,951,14006.25,14957.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8545,23-06-2015 00:01,Pilot 8,293.49,0.1294,1.9839,970.5,13908.75,14879.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.88,23-06-2015 00:01,Pilot 8,293.49,0.1294,2.0094,970.5,14100,15070.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.874,23-06-2015 00:01,Pilot 8,293.49,0.1294,2.0034,970.5,14055,15025.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8675,23-06-2015 00:01,Pilot 8,293.49,0.1294,1.9969,970.5,14006.25,14976.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8545,23-06-2015 00:01,Pilot 9,339.6,0.1478,2.0023,1108.5,13908.75,15017.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.88,23-06-2015 00:01,Pilot 9,339.6,0.1478,2.0278,1108.5,14100,15208.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.874,23-06-2015 00:01,Pilot 9,339.6,0.1478,2.0218,1108.5,14055,15163.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8675,23-06-2015 00:01,Pilot 9,339.6,0.1478,2.0153,1108.5,14006.25,15114.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.965,23-06-2015 00:01,Pilot 1,476.28,0.2025,2.1675,1518.75,14737.5,16256.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.965,23-06-2015 00:01,Pilot 2,551.26,0.2325,2.1975,1743.75,14737.5,16481.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.965,23-06-2015 00:01,Pilot 3,506.55,0.2146,2.1796,1609.5,14737.5,16347,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.965,23-06-2015 00:01,Pilot 4,553.55,0.2334,2.1984,1750.5,14737.5,16488,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.965,23-06-2015 00:01,Pilot 6,450.84,0.1923,2.1573,1442.25,14737.5,16179.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.965,23-06-2015 00:01,Pilot 8,465.35,0.1981,2.1631,1485.75,14737.5,16223.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.965,23-06-2015 00:01,Pilot 9,512.29,0.2169,2.1819,1626.75,14737.5,16364.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8845,23-06-2015 12:30,Pilot 1,368.37,0.1593,2.0438,1194.75,14133.75,15328.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,23-06-2015 12:30,Pilot 1,368.37,0.1593,2.0693,1194.75,14325,15519.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9035,23-06-2015 12:30,Pilot 1,368.37,0.1593,2.0628,1194.75,14276.25,15471,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8975,23-06-2015 12:30,Pilot 1,368.37,0.1593,2.0568,1194.75,14231.25,15426,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8875,23-06-2015 18:00,Pilot 1,368.37,0.1593,2.0468,1194.75,14156.25,15351,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,23-06-2015 18:00,Pilot 1,368.37,0.1593,2.0693,1194.75,14325,15519.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,23-06-2015 18:00,Pilot 1,368.37,0.1593,2.0638,1194.75,14283.75,15478.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,23-06-2015 18:00,Pilot 1,368.37,0.1593,2.0583,1194.75,14242.5,15437.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8845,23-06-2015 12:30,Pilot 2,399.74,0.1719,2.0564,1289.25,14133.75,15423,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,23-06-2015 12:30,Pilot 2,399.74,0.1719,2.0819,1289.25,14325,15614.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9035,23-06-2015 12:30,Pilot 2,399.74,0.1719,2.0754,1289.25,14276.25,15565.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8975,23-06-2015 12:30,Pilot 2,399.74,0.1719,2.0694,1289.25,14231.25,15520.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8875,23-06-2015 18:00,Pilot 2,399.74,0.1719,2.0594,1289.25,14156.25,15445.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,23-06-2015 18:00,Pilot 2,399.74,0.1719,2.0819,1289.25,14325,15614.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,23-06-2015 18:00,Pilot 2,399.74,0.1719,2.0764,1289.25,14283.75,15573,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,23-06-2015 18:00,Pilot 2,399.74,0.1719,2.0709,1289.25,14242.5,15531.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8845,23-06-2015 12:30,Pilot 3,353.92,0.1536,2.0381,1152,14133.75,15285.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,23-06-2015 12:30,Pilot 3,353.92,0.1536,2.0636,1152,14325,15477,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9035,23-06-2015 12:30,Pilot 3,353.92,0.1536,2.0571,1152,14276.25,15428.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8975,23-06-2015 12:30,Pilot 3,353.92,0.1536,2.0511,1152,14231.25,15383.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8875,23-06-2015 18:00,Pilot 3,353.92,0.1536,2.0411,1152,14156.25,15308.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,23-06-2015 18:00,Pilot 3,353.92,0.1536,2.0636,1152,14325,15477,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,23-06-2015 18:00,Pilot 3,353.92,0.1536,2.0581,1152,14283.75,15435.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,23-06-2015 18:00,Pilot 3,353.92,0.1536,2.0526,1152,14242.5,15394.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8845,23-06-2015 12:30,Pilot 4,391.76,0.1687,2.0532,1265.25,14133.75,15399,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,23-06-2015 12:30,Pilot 4,391.76,0.1687,2.0787,1265.25,14325,15590.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9035,23-06-2015 12:30,Pilot 4,391.76,0.1687,2.0722,1265.25,14276.25,15541.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8975,23-06-2015 12:30,Pilot 4,391.76,0.1687,2.0662,1265.25,14231.25,15496.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8875,23-06-2015 18:00,Pilot 4,391.76,0.1687,2.0562,1265.25,14156.25,15421.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,23-06-2015 18:00,Pilot 4,391.76,0.1687,2.0787,1265.25,14325,15590.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,23-06-2015 18:00,Pilot 4,391.76,0.1687,2.0732,1265.25,14283.75,15549,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,23-06-2015 18:00,Pilot 4,391.76,0.1687,2.0677,1265.25,14242.5,15507.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8845,23-06-2015 12:30,Pilot 6,286.9,0.1268,2.0113,951,14133.75,15084.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,23-06-2015 12:30,Pilot 6,286.9,0.1268,2.0368,951,14325,15276,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9035,23-06-2015 12:30,Pilot 6,286.9,0.1268,2.0303,951,14276.25,15227.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8975,23-06-2015 12:30,Pilot 6,286.9,0.1268,2.0243,951,14231.25,15182.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8875,23-06-2015 18:00,Pilot 6,286.9,0.1268,2.0143,951,14156.25,15107.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,23-06-2015 18:00,Pilot 6,286.9,0.1268,2.0368,951,14325,15276,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,23-06-2015 18:00,Pilot 6,286.9,0.1268,2.0313,951,14283.75,15234.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,23-06-2015 18:00,Pilot 6,286.9,0.1268,2.0258,951,14242.5,15193.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8845,23-06-2015 12:30,Pilot 8,293.49,0.1294,2.0139,970.5,14133.75,15104.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,23-06-2015 12:30,Pilot 8,293.49,0.1294,2.0394,970.5,14325,15295.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9035,23-06-2015 12:30,Pilot 8,293.49,0.1294,2.0329,970.5,14276.25,15246.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8975,23-06-2015 12:30,Pilot 8,293.49,0.1294,2.0269,970.5,14231.25,15201.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8875,23-06-2015 18:00,Pilot 8,293.49,0.1294,2.0169,970.5,14156.25,15126.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,23-06-2015 18:00,Pilot 8,293.49,0.1294,2.0394,970.5,14325,15295.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,23-06-2015 18:00,Pilot 8,293.49,0.1294,2.0339,970.5,14283.75,15254.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,23-06-2015 18:00,Pilot 8,293.49,0.1294,2.0284,970.5,14242.5,15213,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8845,23-06-2015 12:30,Pilot 9,339.6,0.1478,2.0323,1108.5,14133.75,15242.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,23-06-2015 12:30,Pilot 9,339.6,0.1478,2.0578,1108.5,14325,15433.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9035,23-06-2015 12:30,Pilot 9,339.6,0.1478,2.0513,1108.5,14276.25,15384.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8975,23-06-2015 12:30,Pilot 9,339.6,0.1478,2.0453,1108.5,14231.25,15339.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8875,23-06-2015 18:00,Pilot 9,339.6,0.1478,2.0353,1108.5,14156.25,15264.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,23-06-2015 18:00,Pilot 9,339.6,0.1478,2.0578,1108.5,14325,15433.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,23-06-2015 18:00,Pilot 9,339.6,0.1478,2.0523,1108.5,14283.75,15392.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,23-06-2015 18:00,Pilot 9,339.6,0.1478,2.0468,1108.5,14242.5,15351,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.995,23-06-2015 12:30,Pilot 1,476.28,0.2025,2.1975,1518.75,14962.5,16481.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,23-06-2015 18:00,Pilot 1,476.28,0.2025,2.2125,1518.75,15075,16593.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.995,23-06-2015 12:30,Pilot 2,551.26,0.2325,2.2275,1743.75,14962.5,16706.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,23-06-2015 18:00,Pilot 2,551.26,0.2325,2.2425,1743.75,15075,16818.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.995,23-06-2015 12:30,Pilot 3,506.55,0.2146,2.2096,1609.5,14962.5,16572,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,23-06-2015 18:00,Pilot 3,506.55,0.2146,2.2246,1609.5,15075,16684.5,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.995,23-06-2015 12:30,Pilot 4,553.55,0.2334,2.2284,1750.5,14962.5,16713,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,23-06-2015 18:00,Pilot 4,553.55,0.2334,2.2434,1750.5,15075,16825.5,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.995,23-06-2015 12:30,Pilot 6,450.84,0.1923,2.1873,1442.25,14962.5,16404.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,23-06-2015 18:00,Pilot 6,450.84,0.1923,2.2023,1442.25,15075,16517.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.995,23-06-2015 12:30,Pilot 8,465.35,0.1981,2.1931,1485.75,14962.5,16448.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,23-06-2015 18:00,Pilot 8,465.35,0.1981,2.2081,1485.75,15075,16560.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,1.995,23-06-2015 12:30,Pilot 9,512.29,0.2169,2.2119,1626.75,14962.5,16589.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,23-06-2015 18:00,Pilot 9,512.29,0.2169,2.2269,1626.75,15075,16701.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.1858,24-06-2015 00:01,Pilot 1,135.91,0.0664,2.2522,498,16393.5,16891.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.1858,24-06-2015 00:01,Pilot 2,287.75,0.1271,2.3129,953.25,16393.5,17346.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.1858,24-06-2015 00:01,Pilot 3,259,0.1156,2.3014,867,16393.5,17260.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.1858,24-06-2015 00:01,Pilot 4,329.48,0.1438,2.3296,1078.5,16393.5,17472,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.1858,24-06-2015 00:01,Pilot 6,272.7,0.1211,2.3069,908.25,16393.5,17301.75,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.1858,24-06-2015 00:01,Pilot 8,342.98,0.1492,2.335,1119,16393.5,17512.5,ULSD
PRYVLE,Baltimore Generic,SOUTHSIDE,NO2ULS,2.1858,24-06-2015 00:01,Pilot 9,414.38,0.1778,2.3636,1333.5,16393.5,17727,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8875,24-06-2015 00:01,Pilot 1,368.37,0.1593,2.0468,1194.75,14156.25,15351,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,24-06-2015 00:01,Pilot 1,368.37,0.1593,2.0693,1194.75,14325,15519.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,24-06-2015 00:01,Pilot 1,368.37,0.1593,2.0638,1194.75,14283.75,15478.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,24-06-2015 00:01,Pilot 1,368.37,0.1593,2.0583,1194.75,14242.5,15437.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8875,24-06-2015 00:01,Pilot 2,399.74,0.1719,2.0594,1289.25,14156.25,15445.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,24-06-2015 00:01,Pilot 2,399.74,0.1719,2.0819,1289.25,14325,15614.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,24-06-2015 00:01,Pilot 2,399.74,0.1719,2.0764,1289.25,14283.75,15573,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,24-06-2015 00:01,Pilot 2,399.74,0.1719,2.0709,1289.25,14242.5,15531.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8875,24-06-2015 00:01,Pilot 3,353.92,0.1536,2.0411,1152,14156.25,15308.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,24-06-2015 00:01,Pilot 3,353.92,0.1536,2.0636,1152,14325,15477,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,24-06-2015 00:01,Pilot 3,353.92,0.1536,2.0581,1152,14283.75,15435.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,24-06-2015 00:01,Pilot 3,353.92,0.1536,2.0526,1152,14242.5,15394.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8875,24-06-2015 00:01,Pilot 4,391.76,0.1687,2.0562,1265.25,14156.25,15421.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,24-06-2015 00:01,Pilot 4,391.76,0.1687,2.0787,1265.25,14325,15590.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,24-06-2015 00:01,Pilot 4,391.76,0.1687,2.0732,1265.25,14283.75,15549,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,24-06-2015 00:01,Pilot 4,391.76,0.1687,2.0677,1265.25,14242.5,15507.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8875,24-06-2015 00:01,Pilot 6,286.9,0.1268,2.0143,951,14156.25,15107.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,24-06-2015 00:01,Pilot 6,286.9,0.1268,2.0368,951,14325,15276,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,24-06-2015 00:01,Pilot 6,286.9,0.1268,2.0313,951,14283.75,15234.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,24-06-2015 00:01,Pilot 6,286.9,0.1268,2.0258,951,14242.5,15193.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8875,24-06-2015 00:01,Pilot 8,293.49,0.1294,2.0169,970.5,14156.25,15126.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,24-06-2015 00:01,Pilot 8,293.49,0.1294,2.0394,970.5,14325,15295.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,24-06-2015 00:01,Pilot 8,293.49,0.1294,2.0339,970.5,14283.75,15254.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,24-06-2015 00:01,Pilot 8,293.49,0.1294,2.0284,970.5,14242.5,15213,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8875,24-06-2015 00:01,Pilot 9,339.6,0.1478,2.0353,1108.5,14156.25,15264.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.91,24-06-2015 00:01,Pilot 9,339.6,0.1478,2.0578,1108.5,14325,15433.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.9045,24-06-2015 00:01,Pilot 9,339.6,0.1478,2.0523,1108.5,14283.75,15392.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.899,24-06-2015 00:01,Pilot 9,339.6,0.1478,2.0468,1108.5,14242.5,15351,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,24-06-2015 00:01,Pilot 1,476.28,0.2025,2.2125,1518.75,15075,16593.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,24-06-2015 00:01,Pilot 2,551.26,0.2325,2.2425,1743.75,15075,16818.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,24-06-2015 00:01,Pilot 3,506.55,0.2146,2.2246,1609.5,15075,16684.5,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,24-06-2015 00:01,Pilot 4,553.55,0.2334,2.2434,1750.5,15075,16825.5,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,24-06-2015 00:01,Pilot 6,450.84,0.1923,2.2023,1442.25,15075,16517.25,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,24-06-2015 00:01,Pilot 8,465.35,0.1981,2.2081,1485.75,15075,16560.75,ULSD
WLMGAP,Apex Oil Company,APEX OIL,NO2ULS,2.01,24-06-2015 00:01,Pilot 9,512.29,0.2169,2.2269,1626.75,15075,16701.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8565,24-06-2015 18:00,Pilot 1,368.37,0.1593,2.0158,1194.75,13923.75,15118.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.88,24-06-2015 18:00,Pilot 1,368.37,0.1593,2.0393,1194.75,14100,15294.75,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8745,24-06-2015 18:00,Pilot 1,368.37,0.1593,2.0338,1194.75,14058.75,15253.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8685,24-06-2015 18:00,Pilot 1,368.37,0.1593,2.0278,1194.75,14013.75,15208.5,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B20UL,1.8565,24-06-2015 18:00,Pilot 2,399.74,0.1719,2.0284,1289.25,13923.75,15213,ULSD
GNSBAP,Apex Oil Company,APEX OIL,NO2ULS,1.88,24-06-2015 18:00,Pilot 2,399.74,0.1719,2.0519,1289.25,14100,15389.25,ULSD
GNSBAP,Apex Oil Company,APEX OIL,N2B5UL,1.8745,24-06-2015 18:00,Pilot 2,399.74,0.1719,2.0464,1289.25,14058.75,15348,ULSD
GNSBAP,Apex Oil Company,APEX OIL,2B10UL,1.8685,24-06-2015 18:00,Pilot 2,399.74,0.1719,2.0404,1289.25,14013.75,15303,ULSD
